Amount,TransactionType,CustomerAge,AccountBalance,Location,DeviceUsed,CardType,PreviousFraudHistory,MultiDeviceUsed,TransactionSpeed,MerchantRisk,RepeatedTransactions,InternationalTransaction,Fraudulent
4254.259920252189,Wire Transfer,59,21053.56990968169,UK,Desktop,Prepaid,0,0,0.8193098861141673,Medium,0,0,0
4167.3784418158175,Wire Transfer,43,12111.78300379036,UK,Mobile,Credit,0,0,4.861057333781612,High,0,0,1
9447.87290269119,Online,69,11272.869336882935,Canada,Mobile,Prepaid,0,1,4.946934963758761,Low,1,1,1
2694.086820255611,POS,58,49681.7724246471,France,Mobile,Debit,0,1,4.7052026781616565,Medium,0,0,1
2650.1198689548064,Online,40,28695.715447313123,UK,Tablet,Prepaid,1,0,4.583417166395536,Medium,0,0,0
8775.8340176775,POS,32,25621.66162846576,Mexico,Tablet,Debit,0,0,2.577260530858989,Medium,0,0,1
2122.365589895481,Online,37,42562.89243498037,Canada,Tablet,Credit,0,0,3.3629802317404787,High,1,0,1
982.6952689742988,POS,27,3359.8549051356563,India,Mobile,Debit,0,0,4.669956806950772,Medium,0,0,0
5365.602699777763,POS,69,33893.43080288727,Canada,Mobile,Prepaid,0,1,4.180959856331735,Medium,0,0,1
1268.292411829789,Online,41,23271.94853001616,Canada,Desktop,Debit,0,1,3.1814539807299207,High,0,0,0
1169.5656786640932,Online,53,27692.01461143681,UK,Mobile,Debit,0,0,4.23800046162374,High,0,0,1
7757.297914222804,POS,49,27613.38762251339,USA,Desktop,Prepaid,0,0,4.450426554905095,Low,0,1,0
464.00933961116414,Wire Transfer,26,15502.020936570716,Mexico,Tablet,Prepaid,0,0,1.7429976119086932,High,0,0,1
8399.624833499816,Online,74,30520.593038028557,Germany,Mobile,Credit,0,0,4.406998001634917,Low,0,0,1
7766.365477812548,ATM,56,45517.31731543277,France,Desktop,Credit,0,0,1.5656844681042923,Medium,0,0,1
3529.7472719828675,Online,67,28591.964492827083,USA,Mobile,Credit,0,1,4.091436568393624,Low,0,0,0
3566.0181569716988,ATM,51,20937.724896010728,Germany,Desktop,Prepaid,0,0,1.1729189244993152,High,0,0,0
8017.355747711066,ATM,61,42182.61282642488,France,Mobile,Debit,0,0,0.3997298120033995,Medium,0,0,1
9264.562241233569,ATM,56,38764.90091987515,India,Mobile,Prepaid,0,0,3.453403943229945,High,0,0,1
3289.048725726611,Online,77,3613.708502059993,Germany,Mobile,Prepaid,0,0,4.9536255121257,Low,0,0,0
1779.7636969940295,POS,74,49176.02605126508,France,Desktop,Prepaid,0,0,1.9310205838446723,Low,0,0,0
9673.039191799273,ATM,33,38297.908565275866,Mexico,Mobile,Credit,1,0,2.0597884369874984,Low,0,0,0
3965.745021897924,ATM,58,25927.58780344889,France,Tablet,Prepaid,0,1,1.2538583356338078,Medium,0,0,1
6620.055923695599,POS,41,2612.1831847982003,France,Desktop,Prepaid,0,1,2.7265400561897195,High,0,0,0
5259.448370485373,ATM,62,11846.667458587252,Canada,Desktop,Debit,1,0,4.861456331131596,High,0,0,0
474.03962307277726,POS,48,14242.806548037985,France,Tablet,Credit,0,0,1.942024451517544,High,0,0,1
5431.533870750902,ATM,49,42737.30660153625,France,Tablet,Credit,1,1,1.6840569200939934,Medium,0,0,1
5810.077619277654,Online,62,48548.85957945735,France,Desktop,Prepaid,0,1,3.177244976687025,Low,0,0,1
5145.8134710870845,ATM,59,32986.40702024421,UK,Mobile,Prepaid,0,0,4.954521842530016,High,0,0,0
7332.671071154006,Wire Transfer,39,10530.124631625416,France,Mobile,Credit,1,0,3.875497148520804,Low,0,0,0
9524.34365646326,POS,30,47850.345890967736,France,Mobile,Credit,0,1,3.508464031483978,Low,1,0,0
228.91415446233947,ATM,67,19931.716742276723,Germany,Desktop,Credit,0,1,0.2586406195328914,Medium,1,0,0
6576.961286879585,Online,48,28167.468118648198,UK,Tablet,Debit,1,1,1.802607657462376,High,1,0,1
3176.256791455141,POS,33,6200.149731207128,Mexico,Tablet,Credit,0,0,1.8519553267873503,Low,1,0,0
6460.793183077026,POS,35,31797.51152269224,Mexico,Tablet,Debit,0,0,0.1379779442413245,Medium,1,0,0
9664.509684805407,Online,34,20183.96412932571,India,Desktop,Prepaid,0,1,4.177030974079663,Low,0,0,1
7877.615367729205,POS,50,16249.59476317942,UK,Mobile,Debit,0,1,1.0348458314330735,High,0,0,1
2677.612418992519,ATM,69,42098.75127031356,Canada,Desktop,Credit,0,0,3.405601869810192,Medium,0,1,1
1556.7378398512212,ATM,42,14955.806580597886,USA,Tablet,Debit,1,1,3.961390974794289,High,0,0,0
9278.245309120177,Online,28,11880.710009732124,Germany,Mobile,Prepaid,0,1,0.882799216868125,Medium,0,1,1
417.34366413209153,ATM,18,16122.264509242696,Germany,Desktop,Credit,0,1,1.9479220199740783,Medium,0,0,1
3812.426701831035,POS,51,37723.57375011186,Mexico,Tablet,Credit,0,0,3.258093091983357,Low,0,0,1
4056.9759183303886,Wire Transfer,68,3056.143766288344,Canada,Desktop,Credit,0,0,3.6711920171682393,Medium,1,0,1
7891.961747608725,ATM,28,48503.2268510082,Germany,Desktop,Prepaid,0,0,4.579541179274127,Low,0,0,1
8423.232112737307,ATM,60,6970.172100575233,France,Desktop,Debit,0,0,1.1032616913891022,High,0,0,0
4522.877365054624,POS,68,44922.276707209145,Canada,Desktop,Credit,0,0,0.3017643489936478,High,0,1,0
3740.844871875725,Online,19,37142.66155571982,USA,Tablet,Prepaid,0,1,0.4783788367841353,Low,0,0,0
3669.95481450398,Online,72,17055.1356901229,France,Mobile,Prepaid,0,0,4.720381372963411,High,0,0,1
1677.8613565845153,Online,63,38924.65497266895,India,Desktop,Debit,0,0,1.3604564429157593,Medium,0,0,1
8892.387960160699,Online,44,13839.004073288736,Canada,Desktop,Prepaid,0,1,2.343932140394339,Low,1,0,0
3054.463442907472,POS,24,21546.028217549883,Mexico,Mobile,Debit,0,1,1.0457230523958725,Medium,0,0,1
7729.98648245414,Online,47,14107.106436085503,Canada,Desktop,Credit,1,1,2.5617693789712783,Medium,0,0,0
2204.152936659744,Wire Transfer,46,30914.441059550256,France,Mobile,Debit,0,0,2.889452337193746,Medium,0,0,0
3685.728105507824,Wire Transfer,75,1704.7848926635131,Canada,Tablet,Credit,0,1,1.5268185482109389,Medium,0,0,1
3116.7133939394653,Wire Transfer,23,20230.294147343157,India,Tablet,Prepaid,1,1,3.568079609652845,Low,0,0,1
3937.046269420936,Online,25,20869.356385027328,USA,Tablet,Prepaid,0,0,2.8337300345239727,Low,0,0,1
7702.235595455122,Online,29,39773.09606107337,France,Mobile,Prepaid,0,0,2.6052436126129184,High,0,0,1
5423.590464309797,ATM,48,19044.256105438424,UK,Mobile,Credit,0,0,3.7879338413163626,Low,0,0,1
1882.2453215348464,POS,73,8448.607501894518,Germany,Tablet,Prepaid,1,0,4.938502843574931,High,0,0,1
5960.431018672364,Wire Transfer,35,33583.30286047352,Mexico,Mobile,Debit,1,1,1.6999052378474993,Low,0,1,1
9079.908949858398,Wire Transfer,40,48137.02930284224,Canada,Tablet,Credit,1,0,0.1388412154742225,High,0,0,1
9574.90571019058,POS,51,7599.628072233866,Germany,Desktop,Debit,1,0,1.929031084490438,High,1,0,1
3145.6419843851227,POS,51,21572.24961540052,Germany,Desktop,Debit,0,0,4.590534058663908,Low,0,0,0
673.9686245049585,Wire Transfer,71,22964.67805897821,Germany,Tablet,Credit,0,0,4.22729246921282,Medium,0,0,0
2898.982588496539,POS,58,14390.98066880753,India,Desktop,Prepaid,0,1,3.4727434867525377,Medium,1,0,0
3159.2419521480138,Wire Transfer,26,8313.718419105415,France,Mobile,Debit,0,0,0.8913318396969168,High,0,0,0
6698.174682429919,ATM,25,8984.65473256515,India,Desktop,Prepaid,1,0,2.130199511051875,Medium,0,0,1
575.290704905689,Wire Transfer,19,909.9796075526356,USA,Desktop,Debit,0,1,4.409518272236131,Medium,0,1,0
580.2976923322553,Online,41,48257.03503688431,Mexico,Tablet,Credit,0,1,4.673134683630835,Medium,1,0,1
7442.023462801043,POS,71,6616.527806004568,USA,Tablet,Credit,0,1,0.6539108650619255,High,0,0,1
1284.527224927682,Online,34,7255.536774080257,USA,Desktop,Prepaid,1,0,2.152263959073391,Medium,0,0,1
7833.782694927735,ATM,39,29817.9879109684,UK,Desktop,Prepaid,1,1,0.8119731001376732,Low,0,0,0
693.8200211345077,ATM,37,10524.141814632936,Mexico,Desktop,Prepaid,0,1,1.044521821218474,Medium,0,0,0
3572.3957981021945,ATM,72,29136.192030862458,USA,Mobile,Debit,1,1,4.251290681887228,High,0,0,0
2243.722426809332,ATM,43,27179.69842325848,Canada,Mobile,Credit,1,0,2.6859205607153167,Medium,0,0,1
7618.579957133888,Online,44,18247.859383411254,Germany,Desktop,Prepaid,0,0,3.0272138372995645,Medium,0,0,1
2009.5009400056529,Online,18,35400.56654356448,Germany,Desktop,Credit,0,1,0.8747271333705942,High,1,0,1
786.5690232801985,Wire Transfer,78,9186.417017071868,USA,Desktop,Credit,0,1,3.5719526450013106,Medium,0,0,1
7189.993951489401,POS,19,39714.03586813373,Germany,Tablet,Debit,0,1,4.480446072353734,Medium,1,0,0
2660.608114179115,ATM,37,27997.94512814083,France,Tablet,Credit,0,1,0.1267586306559824,Low,0,0,1
5008.5908676934505,Online,59,13134.881594845085,India,Mobile,Credit,1,0,0.9388430450477332,Medium,1,0,0
6833.237666429405,POS,50,13475.531060914864,Mexico,Desktop,Debit,1,0,2.8409726526711485,Low,0,0,1
1167.5319046560458,Wire Transfer,37,41402.97713664381,Mexico,Tablet,Prepaid,0,0,0.4415856809960229,Low,0,0,1
8843.222568850593,POS,29,42822.152232271495,UK,Desktop,Credit,0,1,1.2559435376638035,High,0,0,1
8176.322587827004,Wire Transfer,21,21466.00214270883,Germany,Desktop,Credit,0,0,1.7034846650963955,Low,0,0,1
135.94912455783282,Wire Transfer,25,43097.20457904956,India,Desktop,Debit,0,0,3.6720426462131326,Low,0,0,1
2414.298442423959,ATM,62,15460.386826466332,India,Desktop,Credit,0,0,4.483162211010193,High,0,0,0
3754.9570894418034,ATM,61,24729.488900490687,Mexico,Tablet,Credit,0,1,3.851600793005668,Medium,0,1,1
9636.563571121636,Online,62,30672.27362839951,Germany,Tablet,Credit,0,0,4.489696486033987,Medium,1,0,1
8350.953065624999,Online,22,23315.14949909488,USA,Mobile,Prepaid,0,0,0.305528520404203,Low,0,0,1
6506.753606605899,POS,77,29727.50505725224,Canada,Tablet,Credit,0,1,1.673258680116271,Medium,0,0,1
8103.509288697428,POS,33,9078.875419149465,Germany,Desktop,Credit,0,0,0.3094255819980451,Low,0,0,0
731.2621057019667,Online,67,38126.755602701,Germany,Tablet,Debit,0,0,2.045305060592883,Low,0,0,1
8443.26278520228,ATM,76,47161.71416734845,Canada,Desktop,Prepaid,0,0,1.815176255480764,Medium,0,0,1
9427.890423609906,ATM,54,16937.063147674093,India,Mobile,Credit,0,0,3.347773587623848,High,0,0,1
579.6988708961575,ATM,39,11796.005523669184,UK,Tablet,Credit,1,0,0.3363234082750401,Low,1,0,0
7478.617707960749,ATM,52,32758.607158895964,USA,Mobile,Debit,0,0,0.2976942177886021,High,0,0,1
3100.633451449193,Wire Transfer,39,9343.610720172774,USA,Mobile,Debit,0,1,4.133356146662707,Medium,1,0,1
5713.065394226368,POS,77,15063.169892668127,Germany,Tablet,Credit,0,0,2.9137522883805773,Medium,0,0,0
4183.432182958246,Wire Transfer,64,43090.75880729537,Canada,Mobile,Prepaid,1,0,1.3652604477167445,Medium,0,0,1
2878.508201264909,Online,34,19597.80700710761,France,Tablet,Credit,0,0,4.005356839683116,Medium,1,0,1
9405.181257685614,Online,26,21123.937528070503,Germany,Tablet,Credit,0,0,4.233058001750515,High,0,0,1
9133.736606286606,POS,61,780.5311128864622,Mexico,Mobile,Credit,0,0,2.900858867830632,High,1,0,1
9714.23698947598,ATM,56,26119.16527133676,Canada,Desktop,Prepaid,0,0,3.551037898594361,Low,0,0,1
4025.289826956329,ATM,48,39305.032330383554,India,Tablet,Prepaid,0,0,0.2518636417100906,High,1,0,1
9092.929340702804,ATM,64,45962.71232631557,Germany,Desktop,Credit,0,0,1.941014265221303,Low,0,0,0
7800.956703117662,Wire Transfer,78,22793.325009021653,India,Desktop,Prepaid,0,0,3.9748282171406553,High,0,0,1
2551.3718926100514,ATM,37,16323.636490931032,Canada,Desktop,Debit,1,0,1.8645068893715344,Low,0,0,1
8025.9938266687295,Online,59,33489.35015887094,India,Tablet,Prepaid,1,1,2.861129702465977,High,0,0,0
7039.822914833349,POS,38,14450.316736723173,France,Desktop,Prepaid,0,0,3.856684474950216,Low,0,0,1
4040.774880579726,ATM,45,44633.88266724508,Canada,Desktop,Debit,1,0,3.2194085006064825,Low,0,0,0
3576.723146260422,Wire Transfer,48,43034.442528699474,Mexico,Tablet,Prepaid,0,0,2.3829695974926834,Low,0,0,1
6306.169722367017,Wire Transfer,77,36323.57717479158,Germany,Mobile,Debit,0,0,0.5479976919594111,Low,0,0,0
9977.516396211904,POS,53,24612.82031894722,France,Mobile,Prepaid,0,0,4.948327117253064,High,0,0,0
100.45107418790607,ATM,72,21553.06221453947,USA,Mobile,Credit,0,1,0.3309444682433986,High,1,0,0
5185.606874725766,ATM,72,20179.47353825738,USA,Mobile,Debit,0,0,3.39470083476198,Medium,1,0,1
8708.79151371239,Wire Transfer,33,23490.42814414505,UK,Mobile,Prepaid,0,0,3.617059940039673,High,0,0,1
5887.638687621702,POS,67,13267.558583769543,France,Mobile,Prepaid,0,0,2.77877673554252,Low,0,1,0
7655.980004941826,POS,29,26041.66032237862,UK,Desktop,Credit,0,1,0.3101513758362068,Low,1,0,0
9782.424478580317,Wire Transfer,18,23279.77524189621,Canada,Tablet,Credit,0,1,3.5476783575434183,Medium,0,0,0
4883.464842254685,POS,76,33701.14733008164,Canada,Desktop,Debit,0,0,0.5250465376049435,High,0,0,0
2894.050430339292,POS,74,24517.90175825937,Germany,Mobile,Debit,0,0,4.700067721188261,Medium,0,0,1
1383.834232018473,ATM,18,25723.982106551528,Mexico,Desktop,Prepaid,0,0,1.6982482366961542,Medium,0,0,1
9332.718826715469,POS,24,10784.315695493537,France,Desktop,Prepaid,0,0,0.1090843867594528,High,1,1,0
3631.9723676253534,Wire Transfer,33,35095.54509659714,Canada,Desktop,Prepaid,1,0,1.2681261609325072,Medium,0,0,0
3631.3948254698166,Online,27,26822.56280211165,France,Mobile,Debit,0,0,4.738823028992584,Low,0,0,0
8448.21243181134,Wire Transfer,46,5180.939383248328,Canada,Mobile,Debit,0,0,4.725636279125789,Low,0,0,0
3554.7702368761948,Wire Transfer,21,19338.511744084102,Canada,Tablet,Prepaid,0,1,2.745586077707121,Low,0,0,0
6166.841854397983,ATM,54,14023.02434259226,Germany,Desktop,Prepaid,0,0,1.5535649593963547,Low,0,0,0
3849.706834856107,Wire Transfer,49,19247.54419642736,Mexico,Tablet,Credit,0,0,1.9568060575504196,Medium,0,0,1
4836.976824503548,Online,43,780.3718327630438,USA,Mobile,Prepaid,0,0,4.6709640237666585,High,0,0,0
4100.026597452013,POS,62,47277.66718837263,Germany,Mobile,Debit,0,0,1.6135081198191443,High,0,0,1
6408.355661336681,Wire Transfer,79,25262.769512545518,USA,Desktop,Credit,0,0,0.6958490350529376,Low,0,0,1
9339.41142510377,ATM,79,16195.265828160094,France,Mobile,Debit,0,0,0.3439730723158594,Medium,0,0,1
3091.5981320799456,Online,30,28756.702720182868,India,Desktop,Prepaid,1,0,0.4375678635239977,High,0,0,0
1134.778760626653,Wire Transfer,75,7040.960906689758,Germany,Desktop,Prepaid,1,1,3.771609590536043,High,0,0,0
1241.242106744189,Online,62,42085.288261147376,UK,Tablet,Debit,0,1,3.4878437540645866,Medium,1,0,0
7766.709990532249,Online,76,13064.368016841892,India,Tablet,Credit,0,0,0.3284950496091819,Medium,0,0,1
6015.138967314656,ATM,51,15624.41630714274,UK,Tablet,Prepaid,0,0,1.5702490968106566,High,0,0,1
1524.434797252993,Wire Transfer,54,31632.968796476984,France,Tablet,Credit,0,0,2.2227309684015832,Medium,0,0,1
2517.50381879038,Wire Transfer,58,28249.998559095784,USA,Desktop,Prepaid,0,1,2.3800846358471754,High,0,0,1
5516.088019544557,Online,44,22474.007933745776,USA,Tablet,Credit,0,1,2.1187079101277964,Low,0,0,0
2855.556538830901,Wire Transfer,78,33605.72300493995,France,Desktop,Prepaid,0,1,3.336058408384988,High,0,0,1
7934.680890878161,POS,36,31957.236906157283,France,Mobile,Debit,0,1,0.1448278250575825,Low,0,0,1
5387.936113124577,Online,73,13880.625148066678,Mexico,Mobile,Prepaid,0,0,0.7052672992472133,High,0,0,0
6638.7383464469385,POS,32,24050.93899002309,India,Desktop,Prepaid,0,0,4.595506150469759,Low,0,0,1
3733.158284953017,Wire Transfer,26,9029.810395236182,Mexico,Mobile,Prepaid,0,0,2.133186502454909,Medium,0,0,1
2403.2232877630545,POS,36,22587.087675772094,USA,Desktop,Credit,0,0,4.246119152395479,Low,0,0,1
1763.1613575397605,Wire Transfer,66,39910.19128719709,Mexico,Tablet,Prepaid,0,1,2.8434894729032414,Low,0,1,0
9391.286308143834,POS,77,19116.30822801201,UK,Tablet,Credit,0,1,2.893508828691851,High,0,0,1
6927.437151730453,Wire Transfer,63,49612.42895777877,UK,Mobile,Credit,0,0,4.64617282017324,Low,0,0,1
6743.458991397339,Wire Transfer,55,12649.987025592352,Canada,Tablet,Prepaid,0,1,1.2167822311592558,High,0,0,0
6545.204268726004,Wire Transfer,65,46620.274807330905,Mexico,Tablet,Debit,0,0,2.8304111352590957,High,0,0,1
2327.8616212850197,Wire Transfer,75,12257.697305237176,Mexico,Desktop,Credit,1,0,2.7423512654217466,Low,0,0,0
1860.1037229960048,Wire Transfer,20,29985.206825537232,Germany,Tablet,Credit,0,0,0.4883210135627888,Low,0,0,1
6778.647251914942,Online,50,10316.943929104444,UK,Mobile,Credit,0,1,1.0887846984786145,Medium,0,0,1
5191.822933862144,POS,41,34616.80824548617,Germany,Mobile,Credit,0,1,4.577619355733389,Low,0,1,0
441.1675203862554,Wire Transfer,49,3652.588840533028,Mexico,Desktop,Credit,0,0,4.39129445989312,Medium,0,0,1
2042.6926975509823,ATM,31,39293.34283529425,Germany,Desktop,Prepaid,0,0,1.7509227791831956,High,0,1,0
6828.499270781838,Wire Transfer,32,41619.26828579285,Mexico,Mobile,Prepaid,0,0,2.218989039791303,High,0,1,0
8631.338345275131,ATM,21,20020.82305854137,France,Mobile,Debit,0,1,2.4486382968558966,Medium,0,0,0
7959.96876766665,POS,53,2878.593265139856,India,Tablet,Prepaid,0,1,0.447034651635336,Low,0,0,1
7338.807661808406,Wire Transfer,72,9424.402496931933,UK,Mobile,Prepaid,0,1,0.6619397354180608,Medium,0,0,1
9450.790405159882,Wire Transfer,78,12755.769666900036,Mexico,Tablet,Credit,0,0,4.807690518047632,Medium,0,0,0
5074.135175238728,ATM,38,44169.32435245112,USA,Tablet,Debit,0,0,2.5969086350476025,Medium,0,1,1
3349.0408037736474,POS,23,14825.475007106554,India,Desktop,Prepaid,0,0,2.9864201576577565,High,0,0,1
323.9775650104752,POS,34,12522.170087680184,France,Desktop,Prepaid,0,0,3.373049899154711,High,0,0,1
5219.381790827505,Online,24,4010.3853906863,USA,Mobile,Debit,0,0,3.345808276528603,High,1,0,1
3145.61621225748,POS,70,14208.90001951312,Mexico,Tablet,Prepaid,0,0,3.229026418566905,Low,0,0,0
6777.157367589839,POS,66,24417.731014060017,Germany,Tablet,Debit,0,0,3.9971209014551032,High,1,0,0
5017.743689811036,POS,56,46918.93685420305,Mexico,Tablet,Prepaid,0,0,2.771319516078845,Low,0,0,0
8130.881081209475,Online,22,46523.87959818341,USA,Desktop,Debit,0,0,0.2362983784288936,Low,0,0,1
103.22288207266205,POS,70,22190.637049004043,Germany,Tablet,Debit,0,1,4.621198215870371,High,1,0,1
2586.449242178949,ATM,32,12610.002530845642,Canada,Desktop,Credit,0,0,1.7999411019330276,Low,1,0,1
334.1100260113978,POS,21,45362.35345377493,India,Tablet,Prepaid,0,0,4.224531333511119,Low,0,0,0
1011.4531815915376,POS,36,8199.398597943524,USA,Mobile,Prepaid,0,0,1.809563313125312,Medium,0,0,0
1062.959760190658,Online,34,42105.431106463766,Mexico,Mobile,Debit,1,0,4.359422161462974,High,1,0,0
228.0157337871401,Online,24,5933.624603590204,Germany,Tablet,Prepaid,1,0,2.784888929192491,High,0,0,1
2212.657228611052,Wire Transfer,66,8734.967571044921,France,Tablet,Credit,0,0,4.259758119540752,High,1,0,1
4527.657229489174,ATM,70,40344.96739598445,Germany,Desktop,Prepaid,0,1,0.30279305125583,High,0,0,1
9773.306000835122,POS,55,37553.95969512181,Germany,Desktop,Prepaid,1,0,1.318242026756289,High,0,0,1
2220.174577496179,POS,64,9905.43573357871,Germany,Tablet,Prepaid,0,1,4.981359970636662,High,0,0,0
720.8452319903183,ATM,19,49650.93396061561,India,Desktop,Prepaid,0,0,2.997901637757152,Medium,0,0,0
5317.62724332581,Wire Transfer,65,37990.34535501599,India,Desktop,Credit,0,1,4.98101259586767,Low,0,0,0
344.98902301043603,ATM,52,33849.98026828929,Mexico,Mobile,Prepaid,0,0,1.6638568534949454,Low,0,0,1
2426.514008187763,ATM,67,24595.82098761884,UK,Mobile,Prepaid,0,0,0.6648621572806097,High,0,0,1
870.4600692461665,Online,36,36311.28959351385,Canada,Mobile,Credit,0,0,1.386506982809086,Medium,0,0,0
674.9816318630864,POS,70,40655.889598448994,UK,Tablet,Credit,1,0,1.2936412919171407,Medium,0,0,0
1118.784797442676,POS,36,40777.61270160641,Mexico,Tablet,Debit,0,0,0.1640392518164899,Medium,0,0,1
673.7740051141911,POS,53,13261.374768931062,UK,Tablet,Debit,0,0,4.763322030013682,Low,0,0,1
6199.066738362671,POS,33,34363.83058602158,Mexico,Tablet,Credit,1,0,4.869362404363298,Medium,1,0,0
4266.951167142785,Online,22,44567.18024400117,UK,Mobile,Prepaid,1,0,4.215703583996204,Low,0,0,0
2687.9557718205338,Online,44,29819.27092016146,Canada,Tablet,Prepaid,0,0,1.1977942523023866,High,0,0,1
3690.8047099666232,Wire Transfer,37,12525.421794291737,UK,Desktop,Prepaid,0,1,4.242694897832658,Low,0,0,0
4465.597671849978,Wire Transfer,19,22092.404358692853,Germany,Tablet,Prepaid,1,1,0.1422317652346118,Medium,0,0,1
1715.376549491677,Wire Transfer,79,21231.870319517537,Canada,Mobile,Debit,0,0,4.371094218070226,High,0,0,0
1496.471734357105,POS,70,44993.976028557605,USA,Mobile,Debit,1,0,3.082005009279378,High,0,0,1
4296.333069333633,Online,21,33289.09017719886,UK,Desktop,Prepaid,0,0,3.8934435119209776,High,0,0,0
6526.393569433477,Online,74,28376.78932281601,France,Tablet,Credit,0,0,2.328959346098853,Low,1,0,1
407.7162800630807,POS,56,29444.12526014803,UK,Desktop,Debit,1,0,0.6436614177627212,Medium,0,0,0
9489.3665171608,Wire Transfer,18,33447.685503413726,Mexico,Tablet,Prepaid,0,1,3.2166693109196056,Medium,0,1,1
9805.876588336629,Online,59,25892.06943034329,USA,Desktop,Prepaid,0,0,4.688515638068419,Medium,0,0,0
6977.228469795931,ATM,37,17651.21346793277,USA,Mobile,Prepaid,0,0,3.897028753546585,High,0,1,1
8262.415626222759,Wire Transfer,26,6498.521830940629,Mexico,Desktop,Debit,0,0,4.576606099571954,Low,0,1,1
5235.423593443502,POS,69,31772.8589809445,USA,Tablet,Prepaid,1,1,4.170153958200828,Medium,0,0,1
7821.090220838928,Wire Transfer,30,20244.654841153315,Germany,Tablet,Debit,0,0,0.5549448028071432,Medium,0,0,0
8362.815855040415,ATM,23,11538.419499017717,USA,Desktop,Credit,1,0,1.423726541178724,High,0,0,0
4657.4040667143445,Online,38,27847.80649303677,Canada,Tablet,Debit,0,0,0.3768682315751361,Low,0,1,1
6171.668242446886,POS,18,47032.267168026185,Mexico,Desktop,Prepaid,0,0,3.4343042846691203,Medium,1,0,0
4048.8545750761423,Wire Transfer,61,30651.962823619284,India,Tablet,Credit,0,0,4.82268366981682,High,0,1,1
2663.172501256475,ATM,37,26054.808979006277,India,Tablet,Debit,0,1,1.6258265860058252,Low,0,0,1
2166.0520646934638,Online,21,2481.231387176275,France,Mobile,Debit,1,0,1.8902377507741923,High,0,0,1
4195.288423972879,POS,61,46784.41887738129,UK,Desktop,Credit,0,1,1.297871631332371,Medium,0,0,1
7456.940347101457,Wire Transfer,39,24104.67593973572,Mexico,Tablet,Credit,0,1,4.5916923547721815,High,0,0,1
6590.026935848272,Online,33,14144.303603427748,UK,Desktop,Prepaid,0,0,4.922348550055013,High,0,0,0
4308.755890045632,Online,76,29515.600524538084,India,Mobile,Prepaid,1,0,0.4235270448452937,Low,0,0,1
8618.03219814402,ATM,53,857.4077009180614,Canada,Mobile,Debit,0,1,3.218769331976413,High,1,0,0
7950.164922381067,ATM,29,9640.139733830332,France,Tablet,Debit,0,1,4.224948224133668,Medium,0,0,1
8434.828416200953,Online,73,29567.907116317656,France,Mobile,Debit,0,0,1.2287348935831548,High,0,0,0
5197.053462094249,POS,41,5765.951661893842,USA,Mobile,Credit,0,0,1.1845209818758151,Low,0,0,0
4260.110021778004,Online,30,44437.3202375821,India,Tablet,Prepaid,1,1,2.0966524141339757,Medium,0,1,1
9175.683572888582,ATM,23,34405.519962532584,Mexico,Desktop,Prepaid,0,0,0.1244924230696164,Low,0,0,1
3354.5425284878847,Wire Transfer,25,45949.80815395303,UK,Desktop,Prepaid,0,0,1.1793728222049324,High,0,0,0
